64.142701	80.434760
55.010339	64.014300
64.698774	48.771715
37.187529	64.619175
34.002329	45.526670
50.442397	35.725161
41.132584	81.710083
29.127827	79.643128
20.794567	70.881537
17.938264	34.419544
43.095241	18.498814
19.083526	49.425448
81.731457	50.203443
79.344286	38.640339
63.742942	25.702833
54.940507	20.375569
76.851999	61.133115
72.748087	95.861245
40.619988	100.000000
20.468875	95.741559
5.775975	81.423990
0.000000	37.792785
2.529868	25.813604
11.869418	18.071572
33.527916	3.773233
46.872460	0.000000
0.775803	53.541206
100.000000	51.520381
96.349494	31.606336
76.020256	11.142312
62.278327	2.542189
92.666358	70.397968
48.00000	52.000000
52.00000	48.000000
47.00000	51.500000
47.00000	52.500000
53.00000	47.500000
53.00000	48.500000
